comment,label,cleaned_comment
غذا‌‌ها که حرف نداشت مخصوصا ماهی که بی‌نظیر بود .,1,غذا‌ها که حرف نداشت مخصوصا ماهی که بی‌نظیر بود.
هوا گرم بود و از فضای کنار ساحل نتوانستیم خیلی بهره‌مند شویم .,0,هوا گرم بود و از فضای کنار ساحل نتوانستیم خیلی بهره‌مند شویم.
اتاقها خیلی تمیز بود .,1,اتاقها خیلی تمیز بود.
رستوران وغذا عالی بود .,1,رستوران وغذا عالی بود.
از نظر من برخورد پرسنل خوب بود .,1,از نظر من برخورد پرسنل خوب بود.
این بار در کل ضعیف‌تر از سالهای قبل بود .,0,این بار در کل ضعیف‌تر از سالهای قبل بود.
به نظر من یکی از هتل‌های بسیار با کلاس و پنج ستاره اصلی در ایران هست .,1,به نظر من یکی از هتل‌های بسیار با کلاس و پنج ستاره اصلی در ایران هست.
بسیار عالی با آرزوی توفیق روزافزون برای شما .,1,بسیار عالی با آرزوی توفیق روزافزون برای شما.
همه چیز از همه نظر عالی .,1,همه چیز از همه نظر عالی.
من تا به حال ۵ بار در این هتل اقامت داشتم که همیشه از همه امکانات راضی بودم .,1,من تا به حال ۵ بار در این هتل اقامت داشتم که همیشه از همه امکانات راضی بودم.
مشکل کندی و ضعف اینترنت هتل بود که در لابی خوب بود .,0,مشکل کندی و ضعف اینترنت هتل بود که در لابی خوب بود.
کیفیت صبحانه و کلا غذا‌ها عالی بود .,1,کیفیت صبحانه و کلا غذا‌ها عالی بود.
برخورد پرسنل عالی و بسیار مودب بودند .,1,برخورد پرسنل عالی و بسیار مودب بودند.
خیلی خوب مسائل و موارد مهمان‌‌ها را پیگیری می‌کردند .,1,خیلی خوب مسائل و موارد مهمان‌ها را پیگیری می‌کردند.
همه چیز از همه نظر عالی .,1,همه چیز از همه نظر عالی.
من تا به حال ۵ بار در این هتل اقامت داشتم که همیشه از همه امکانات راضی بودم .,1,من تا به حال ۵ بار در این هتل اقامت داشتم که همیشه از همه امکانات راضی بودم.
مشکل کندی و ضعف اینترنت هتل بود که در لابی خوب بود .,0,مشکل کندی و ضعف اینترنت هتل بود که در لابی خوب بود.
کیفیت صبحانه و کلا غذا‌ها عالی بود .,1,کیفیت صبحانه و کلا غذا‌ها عالی بود.
برخورد پرسنل عالی و بسیار مودب بودن .,1,برخورد پرسنل عالی و بسیار مودب بودن.
خیلی خوب مسائل و موارد مهمان‌‌ها را پیگیری می‌کردند .,1,خیلی خوب مسائل و موارد مهمان‌ها را پیگیری می‌کردند.
از هر لحاظ ضعیف‌تر از قصر طلایی بود .,0,از هر لحاظ ضعیف‌تر از قصر طلایی بود.
هتل زیبایی.,1,هتل زیبایی.
وارد اتاقمان شدیم گرد و خاک روی میز‌ها بود .,0,وارد اتاقمان شدیم گرد و خاک روی میز‌ها بود.
جکوزی خراب بود .,0,جکوزی خراب بود.
مبلمان خیلی افتضاح بود .,0,مبلمان خیلی افتضاح بود.
عالی .,1,عالی.
عالی بود .,1,عالی بود.
من در غذا سختگیرم غذای آنجا واقعا عالی بود .,1,من در غذا سختگیرم غذای آنجا واقعا عالی بود.
خوب بود .,1,خوب بود.
قیمت‌ها واقعا بالا بود ارزش نداشت .,0,قیمت‌ها واقعا بالا بود ارزش نداشت.
خوب بود .,1,خوب بود.
بد نبود به قیمتی که داشت نمی‌ارزید .,0,بد نبود به قیمتی که داشت نمی‌ارزید.
هتل فوق‌العاده خوبی بود .,1,هتل فوق‌العاده خوبی بود.
همه چیز عالی بود خصوصا برخورد پرسنل .,1,همه چیز عالی بود خصوصا برخورد پرسنل.
لابی بسیار زیبا و برخورد کارکنان بیست هست .,1,لابی بسیار زیبا و برخورد کارکنان بیست هست.
احساس آرامش واقعی را دراین هتل باید حس کنی .,1,احساس آرامش واقعی را دراین هتل باید حس کنی.
واقعا در این هتل مجلل امنیت و آرامش احساس کردم .,1,واقعا در این هتل مجلل امنیت و آرامش احساس کردم.
هتل بسیار مجلل و خوبی بود .,1,هتل بسیار مجلل و خوبی بود.
نحوه برخورد کارکنان بسیار عالی بود .,1,نحوه برخورد کارکنان بسیار عالی بود.
از نظر امکانات کامل بود .,1,از نظر امکانات کامل بود.
به همراه خانواده تابستون امسال ۵ روز آنجا اقامت داشتیم واقعا همه چه خوب بود .,1,به همراه خانواده تابستون امسال ۵ روز آنجا اقامت داشتیم واقعا همه چه خوب بود.
نحوه برخورد کارکنان بسیار عالی بود .,1,نحوه برخورد کارکنان بسیار عالی بود.
این هتل بسیار زیبا و مجلل است .,1,این هتل بسیار زیبا و مجلل است.
بسیار زیبا بود .,1,بسیار زیبا بود.
در کل هتل مناسبی است .,1,در کل هتل مناسبی است.
هتل از همه لحاظ عالی بود .,1,هتل از همه لحاظ عالی بود.
برخورد پرسنل آن نیز مانند بقیه امکانات هتل خوب و بی‌نظیر بود .,1,برخورد پرسنل آن نیز مانند بقیه امکانات هتل خوب و بی‌نظیر بود.
همه چیز فوق‌العاده بود .,1,همه چیز فوق‌العاده بود.
هتل خیلی خوبی بود .,1,هتل خیلی خوبی بود.
فوق‌العاده بود .,1,فوق‌العاده بود.
صبحانه و تمیزی و آرامش و رفتار پرسنل بینظیر بود .,1,صبحانه و تمیزی و آرامش و رفتار پرسنل بینظیر بود.
بنده در هتل قصر طلایی احساس مشتری‌مداری و آرامش واقعی را نمودم .,1,بنده در هتل قصر طلایی احساس مشتری‌مداری و آرامش واقعی را نمودم.
انتخاب پرسنل از نظر تیپ شخصیتی و روابط ‌عمومی خیلی خوب بود .,1,انتخاب پرسنل از نظر تیپ شخصیتی و روابط عمومی خیلی خوب بود.
انتخاب لوازم داخل اتاق و سایر واحد‌ها از نظر رنگ و مدل خیلی خوب بود .,1,انتخاب لوازم داخل اتاق و سایر واحد‌ها از نظر رنگ و مدل خیلی خوب بود.
ساختار هتل کاملا زیبا بود .,1,ساختار هتل کاملا زیبا بود.
فضای داخل هتل بقدری زیبا طراحی‌شده که بنده کاملا از نظر روحی و ‌روانی مدتی که آنجا بودم آرامش احساس کردم .,1,فضای داخل هتل بقدری زیبا طراحی‌شده که بنده کاملا از نظر روحی و روانی مدتی که آنجا بودم آرامش احساس کردم.
بسیار عالی بود من که خیلی خوشم آمد .,1,بسیار عالی بود من که خیلی خوشم آمد.
خیلی خوش گذشت .,1,خیلی خوش گذشت.
همه چیزخوب بود .,1,همه چیزخوب بود.
در حدی بود که همه راضی باشند .,1,در حدی بود که همه راضی باشند.
اصلا هتل خوبی نبود .,0,اصلا هتل خوبی نبود.
اگر می‌خواهید بروید هتل خوب بروید .,1,اگر می‌خواهید بروید هتل خوب بروید.
هتل درویش که خیلی عالی‌تر هست .,1,هتل درویش که خیلی عالی‌تر هست.
همه چیز عالی است .,1,همه چیز عالی است.
ضمن اینکه آخرین بار به همراه خانواده رفتم خیلی خیلی خوش گذشت .,1,ضمن اینکه آخرین بار به همراه خانواده رفتم خیلی خیلی خوش گذشت.
همه چیز عالی است .,1,همه چیز عالی است.
همه چیز عالی بود .,1,همه چیز عالی بود.
نمای لابی خیلی زیبا .,1,نمای لابی خیلی زیبا.
صبحانه‌‌های عالی .,1,صبحانه‌های عالی.
رستوران‌‌های زیبا .,1,رستوران‌های زیبا.
نداشتن استخر تنها نکته منفی این هتل بود .,0,نداشتن استخر تنها نکته منفی این هتل بود.
بهترین هتلی بود که تا به حال رفته بودم .,1,بهترین هتلی بود که تا به حال رفته بودم.
بسیار بسیار آراسته و پاکیزه .,1,بسیار بسیار آراسته و پاکیزه.
